,index,symbol,current_status,batch_number,batch_dateopen,batch_dateclosed,batch_lot,qty_buys,qty_sells,qty_net,amount_buys,amount_sells,amount_net,CB_batch,CB_effective,SB_avg,p&l_batch,p&l ticker
152,S_1,S,Inactive,1,12/10/2021,3/21/2022,3,2.53704,2.53704,2.220446049250313e-16,125.0,97.71000000000001,27.289999999999996,49.26922688250875,90.08639952331293,38.51321256267146,-27.288438569999983,-27.288438569999983
153,SBUX_1,SBUX,Inactive,1,10/21/2021,11/18/2021,2,1.233187,1.233187,0.0,138.8,138.43,0.37000000000000455,112.5538772870619,112.55389490807153,112.25,-0.37473751999999616,-0.37473751999999616
154,SE_1,SE,Inactive,1,5/21/2021,12/6/2021,8,2.3032610000000004,2.303261,0.0,681.06,681.6600000000001,-0.6000000000000227,331.9523155158886,246.35126808828008,295.9533667309089,0.5983802699999927,0.5983802699999927
155,SE_2,SE,Inactive,2,4/4/2022,4/11/2022,3,2.373747,2.373747,0.0,310.5,262.53,47.97000000000003,130.8057992953756,130.8058525192449,110.6,-47.96345545999997,-47.36507518999998
156,SHEL_1,SHEL,Inactive,1,4/12/2022,4/26/2022,3,4.0,4.0,0.0,226.37,212.22,14.150000000000006,56.595,60.065000000000005,53.055,-14.159999999999997,-14.159999999999997
157,SHOP_1,SHOP,Inactive,1,5/21/2021,2/25/2022,7,0.28573400000000004,0.285734,2.7755575615628914e-17,409.0,293.37,115.63,1510.4669615872388,1514.075834190585,1026.723694275095,-115.63042740999997,-115.63042740999997
158,SI_1,SI,Inactive,1,11/26/2021,12/14/2021,5,0.637219,0.637219,0.0,115.0,86.06,28.939999999999998,180.47246632633363,180.47170595980347,135.06,-28.937686379999988,-28.937686379999988
159,SNOW_1,SNOW,Inactive,1,5/25/2021,4/1/2022,4,0.588155,0.588155,0.0,180.0,141.14,38.860000000000014,306.0428271289031,306.04177470224687,239.97,-38.86106364000002,-38.86106364000002
160,SOFI_1,SOFI,Inactive,1,11/24/2021,12/14/2021,4,3.924157,3.924157,0.0,70.0,56.15,13.850000000000001,17.84139947000082,17.838226146405457,14.31,-13.857765950000005,-13.857765950000005
161,SOFI_2,SOFI,Inactive,2,12/16/2021,3/18/2022,2,3.297014,3.297014,0.0,50.0,32.48,17.520000000000003,15.168291399429908,15.165237393593113,9.850000000000001,-17.5344812,-31.392247150000003
162,SPLK_1,SPLK,Inactive,1,6/23/2021,4/28/2022,6,1.3688819999999997,1.368882,-2.7755575615628914e-16,190.0,181.66,8.339999999999996,138.7985694749438,149.61423978399608,132.7080806234577,-8.337160560000019,-8.337160560000019
163,SPT_1,SPT,Inactive,1,7/16/2021,10/26/2021,4,1.011772,1.011772,0.0,104.0,124.07,-20.069999999999993,102.78874224627683,102.78995663054523,122.63,20.074829039999997,20.074829039999997
164,SQ_1,SQ,Inactive,1,7/26/2018,4/11/2022,1,1.0,1.0,0.0,71.02,119.68,-48.66000000000001,71.02,71.02,119.68,48.66000000000001,48.66000000000001
165,STMP_1,STMP,Inactive,1,2/18/2021,8/26/2021,1,1.0,1.0,0.0,219.4,327.46,-108.05999999999997,219.4,219.4,327.46,108.05999999999997,108.05999999999997
166,SYNA_1,SYNA,Inactive,1,10/28/2021,4/11/2022,6,1.7773969999999997,1.7773970000000001,-3.3306690738754696e-16,420.0,327.1,92.9,236.30081640736432,282.995689461112,184.03127468427144,-92.90372665000012,-92.90372665000012
167,T_1,T,Inactive,1,1/13/2022,2/2/2022,1,0.555864,0.555864,0.0,15.0,13.46,1.5399999999999991,26.99,26.99,24.21,-1.5453019199999987,-1.5453019199999987
168,T_2,T,Inactive,2,3/28/2022,4/13/2022,1,4.166666,4.166666,0.0,100.0,80.02,19.980000000000004,24.0,24.0,19.2,-19.999996800000005,-21.545298720000005
169,TDOC_1,TDOC,Inactive,1,7/26/2018,4/11/2022,2,1.165947,1.165947,0.0,91.55,95.27000000000001,-3.720000000000006,78.5197916800678,56.958365458750954,81.71366114411718,3.7238825199999903,3.7238825199999903
170,TER_1,TER,Inactive,1,4/1/2021,11/4/2021,5,1.498463,1.498463,5.551115123125783e-17,185.59,193.86,-8.269999999999996,123.85303261408525,125.29300396682292,129.37419169509025,8.27325259999997,8.27325259999997
171,TOST_1,TOST,Inactive,1,10/18/2021,11/4/2021,2,1.600774,1.600774,0.0,84.0,95.65,-11.650000000000006,52.47500191782226,52.47461540479793,59.75,11.645627779999986,11.645627779999986
172,TOST_2,TOST,Inactive,2,11/10/2021,2/8/2022,4,6.692442,6.692442,-8.881784197001252e-16,310.0,223.29,86.71000000000001,46.32147520441716,114.77438486146742,33.364466034969,-86.71403236000002,-75.06840458000003
173,TQQQ_1,TQQQ,Inactive,1,12/14/2021,12/20/2021,2,0.461229,0.461229,0.0,75.0,66.11,8.89,162.6098797343619,162.60902935418198,143.33,-8.892439649999998,-8.892439649999998
174,TQQQ_2,TQQQ,Inactive,2,12/28/2021,1/6/2022,1,0.174428,0.174428,0.0,30.0,26.11,3.8900000000000006,171.99,171.99,149.69,-3.889744400000002,-12.78218405
175,TQQQ_3,TQQQ,Inactive,3,1/13/2022,1/18/2022,1,0.548095,0.548095,0.0,40.0,37.58,2.4200000000000017,72.98,72.98,68.56,-2.422579900000001,-15.20476395
176,TQQQ_4,TQQQ,Inactive,4,4/29/2022,4/29/2022,1,2.0,2.0,0.0,73.14,73.2,-0.060000000000002274,36.57,36.57,36.6,0.060000000000002274,-15.144763949999998
177,TQQQ_5,TQQQ,Inactive,5,5/4/2022,5/4/2022,1,3.0,3.0,0.0,115.07,113.55,1.519999999999996,38.36,38.36,37.85,-1.529999999999994,-16.674763949999992
178,TQQQ_6,TQQQ,Inactive,6,5/4/2022,5/5/2022,1,3.0,3.0,0.0,122.1,113.93,8.169999999999987,40.7,40.7,37.98,-8.160000000000018,-24.83476395000001
179,TRMB_1,TRMB,Inactive,1,7/7/2021,10/27/2021,4,2.264451,2.264451,0.0,191.61,194.36,-2.75,84.61836994927246,84.61653619354095,85.83,2.743676880000019,2.743676880000019
180,TRMB_2,TRMB,Inactive,2,11/16/2021,4/12/2022,1,1.120487,1.120487,0.0,100.0,80.52,19.480000000000004,89.25,89.25,71.86,-19.48526893,-16.74159204999998
181,TSCO_1,TSCO,Inactive,1,10/26/2021,4/28/2022,6,1.330032,1.330032,1.1102230246251565e-16,285.49,283.76,1.730000000000004,214.64972625470665,214.64585252339162,213.34727344905986,-1.7323039099999873,-1.7323039099999873
182,TSLA_1,TSLA,Inactive,1,10/27/2021,11/1/2021,2,0.094873,0.094873,0.0,100.0,107.87,-7.8700000000000045,1054.0420121636291,1054.0406648888513,1136.99,7.869524450000015,7.869524450000015
183,TSLA_2,TSLA,Inactive,2,11/16/2021,11/22/2021,1,0.095711,0.095711,0.0,100.0,110.79,-10.790000000000006,1044.81,1044.81,1157.55,10.790458140000002,18.659982590000016
184,TSLA_3,TSLA,Inactive,3,12/17/2021,12/28/2021,1,0.053141,0.053141,0.0,50.0,58.92,-8.920000000000002,940.89,940.89,1108.75,8.920248260000001,27.580230850000017
185,TSLA_4,TSLA,Inactive,4,3/4/2022,3/24/2022,1,0.118596,0.118596,0.0,100.0,119.93,-19.930000000000007,843.2,843.2,1011.25,19.930057799999993,47.51028865000001
186,TSM_1,TSM,Inactive,1,6/8/2021,11/5/2021,6,1.082428,1.082428,1.1102230246251565e-16,126.58,127.14,-0.5600000000000023,116.942784221236,117.14952306374026,117.46181334924819,0.5598751299999848,0.5598751299999848
187,TSM_2,TSM,Inactive,2,4/14/2022,4/26/2022,1,1.0,1.0,0.0,99.22,94.76,4.459999999999994,99.22,99.22,94.76,-4.459999999999994,-3.900124870000009
188,TTD_1,TTD,Inactive,1,5/17/2021,11/15/2021,1,1.0,1.0,0.0,509.79,105.45,404.34000000000003,509.79,509.79,105.45,-404.34000000000003,-404.34000000000003
189,TTD_2,TTD,Inactive,2,12/20/2021,4/1/2022,3,3.015142,3.015142,-1.0408340855860843e-17,225.0,222.42000000000002,2.5800000000000027,74.62631408072987,244.35345396909295,73.7676878037585,-2.5888801500000236,-406.92888015000005
190,TWLO_1,TWLO,Inactive,1,9/13/2021,10/26/2021,1,0.147869,0.147869,0.0,50.0,52.62,-2.6199999999999974,338.14,338.14,355.86,2.620238680000004,2.620238680000004
191,TWLO_2,TWLO,Inactive,2,11/2/2021,3/21/2022,2,1.704209,1.7042089999999999,1.6653345369377348e-16,497.41,319.63,177.78000000000003,291.87288536206535,775.5083622024281,187.5523008973665,-177.78407893000002,-175.16384025000002
192,TXG_1,TXG,Inactive,1,9/15/2021,11/1/2021,1,0.129626,0.129626,0.0,20.0,21.16,-1.1600000000000001,154.29,154.29,163.24,1.160152700000002,1.160152700000002
193,U_1,U,Inactive,1,11/9/2021,4/11/2022,3,0.9256599999999999,0.9256599999999999,0.0,150.0,105.33,44.67,158.19096211013505,158.055537554786,113.78909493766609,-44.66901189000001,-44.66901189000001
194,UBS_1,UBS,Inactive,1,12/6/2021,4/20/2022,2,4.197072,4.197072,3.608224830031759e-16,75.0,74.8,0.20000000000000506,17.869595746749162,19.079321263294624,17.821738659713247,-0.20085964000000592,-0.20085964000000592
195,UNH_1,UNH,Inactive,1,4/11/2022,5/10/2022,1,0.184189,0.184189,0.0,100.0,89.09,10.909999999999997,542.92,542.92,483.69000000000005,-10.909514469999992,-10.909514469999992
196,UPST_1,UPST,Inactive,1,11/9/2021,11/10/2021,1,0.598802,0.598802,0.0,200.0,153.68,46.31999999999999,334.0,334.0,256.65,-46.31733470000001,-46.31733470000001
197,UPST_2,UPST,Inactive,2,11/24/2021,12/6/2021,1,0.048211,0.048211,0.0,10.0,8.47,1.5299999999999994,207.42,207.42,175.69,-1.5297350299999994,-47.84706973000001
198,UPWK_1,UPWK,Inactive,1,7/16/2021,10/21/2021,2,1.941619,1.941619,0.0,99.21000000000001,110.19,-10.97999999999999,51.09651733939563,45.68082605286674,56.74959979790062,10.976132309999993,10.976132309999993
199,UPWK_2,UPWK,Inactive,2,10/29/2021,12/6/2021,3,5.524658,5.5246580000000005,0.0,250.11,222.95,27.16000000000001,43.72338052656457,43.72339103538556,40.35692004102335,-27.15178180000001,-16.175649490000016
200,WISH_1,WISH,Inactive,1,7/9/2021,7/12/2021,2,10.0,10.0,0.0,109.55,108.7,0.8499999999999943,10.955,10.955,10.87,-0.8500000000000085,-0.8500000000000085
201,WISH_2,WISH,Inactive,2,7/26/2021,7/28/2021,1,2.726995,2.726995,0.0,25.0,26.4,-1.3999999999999986,9.17,9.17,9.68,1.3907674499999994,0.5407674499999908
202,WMT_1,WMT,Inactive,1,4/11/2022,4/27/2022,1,1.0,1.0,0.0,156.54,154.96,1.579999999999984,156.54,156.54,154.96,-1.579999999999984,-1.579999999999984
203,WNW_1,WNW,Inactive,1,7/1/2021,8/5/2021,1,5.807419,5.807418999999999,0.0,50.0,30.500000000000004,19.5,8.61,14.74,5.252449034588343,-19.498705269999995,-19.498705269999995
204,XELA_1,XELA,Inactive,1,6/29/2021,7/6/2021,2,25.0,25.0,0.0,59.379999999999995,62.75,-3.3700000000000045,2.3760000000000003,2.3752,2.51,3.3499999999999863,3.3499999999999863
205,XELA_2,XELA,Inactive,2,7/16/2021,7/27/2021,1,14.72754,14.72754,0.0,50.0,40.84,9.16,3.4,4.764107886411664,2.7745815933957747,-9.210874599999999,-5.860874600000011
206,XOM_1,XOM,Inactive,1,3/21/2022,5/11/2022,2,2.420584,2.420584,-1.6653345369377348e-16,200.0,211.29,-11.289999999999992,82.62964831627409,61.34327506514756,87.2893908907933,11.279298319999997,11.279298319999997
207,XOS_1,XOS,Inactive,1,9/8/2021,9/8/2021,1,1.0,1.0,0.0,8.66,8.68,-0.019999999999999574,8.66,8.66,8.68,0.019999999999999574,0.019999999999999574
208,YNDX_1,YNDX,Inactive,1,10/26/2021,11/18/2021,1,0.644828,0.644828,0.0,50.0,52.58,-2.5799999999999983,77.54,77.54,81.54,2.579312,2.579312
209,ZG_1,ZG,Inactive,1,4/28/2021,12/6/2021,1,1.0,1.0,0.0,136.85,60.42,76.42999999999999,136.85,136.85,60.42,-76.42999999999999,-76.42999999999999
210,ZI_1,ZI,Inactive,1,5/25/2021,4/28/2022,10,9.074684000000001,9.074684,4.440892098500626e-16,553.25,534.84,18.409999999999975,61.39279158713726,66.67076089343468,58.937572411336866,-18.42254355,-18.42254355
211,ZIP_1,ZIP,Inactive,1,11/12/2021,11/18/2021,2,1.10998,1.10998,0.0,35.0,35.66,-0.6599999999999966,31.52926755437035,31.532099677471667,32.13,0.6668010000000022,0.6668010000000022
212,ZS_1,ZS,Inactive,1,10/27/2021,3/21/2022,6,1.585121,1.585121,0.0,500.0,347.67999999999995,152.32000000000002,315.43450867157776,480.43054342606064,219.3403426678468,-152.32088051000002,-152.32088051000002
213,ZTS_1,ZTS,Inactive,1,10/19/2021,4/12/2022,4,0.44891699999999995,0.448917,-5.551115123125783e-17,100.03,86.0,14.030000000000001,222.82581568530486,222.8251547613479,191.57,-14.031267010000006,-14.031267010000006
