,symbol,stock,side,qty,cost basis,amount,fee,created date,date,current_status,batch_number,batch_dateopen,batch_dateclosed,batch_lot,qty_buys,qty_sells,qty_net,amount_buys,amount_sells,amount_net,CB_batch,CB_effective,SB_avg,p&l_batch,p&l_ticker,p&l ticker,p&l_line
765,S,SentinelOne,sell,0.53704,39.27,21.09,0.0,3/18/2022,3/21/2022,Inactive,1.0,12/10/2021,3/21/2022,3.0,2.53704,2.53704,2.220446049250313e-16,125.0,97.71000000000001,27.289999999999996,49.26922688250875,90.08639952331293,38.51321256267146,-27.288438569999983,,-27.288438569999983,-5.369984804982495
766,ZS,Zscaler,sell,0.585121,220.11,128.79,0.0,3/18/2022,3/21/2022,Inactive,1.0,10/27/2021,3/21/2022,6.0,1.585121,1.585121,0.0,500.0,347.67999999999995,152.32000000000002,315.43450867157776,480.43054342606064,219.3403426678468,-152.32088051000002,,-152.32088051000002,-55.77637183842224
767,MQ,Marqeta,sell,0.285238,11.53,3.29,0.0,3/18/2022,3/21/2022,Inactive,1.0,12/20/2021,3/21/2022,2.0,4.285238,4.285238,-3.3306690738754696e-16,70.0,42.69,27.310000000000002,16.33654879845647,107.27883381597135,9.961825723565413,-27.317205560000005,,-27.317205560000005,-1.3710103661741266
768,PUBM,PubMatic,sell,0.480267,23.72,11.39,0.0,3/18/2022,3/21/2022,Inactive,3.0,11/24/2021,3/21/2022,4.0,2.480267,2.480267,0.0,100.0,67.97,32.03,40.318247797515355,90.40804385893681,27.405087129732404,-32.02808627000002,,9.325930509999992,-7.971590674969307
769,TWLO,Twilio,sell,0.288082,158.39,45.63,0.0,3/18/2022,3/21/2022,Inactive,2.0,11/2/2021,3/21/2022,2.0,1.704209,1.7042089999999999,1.6653345369377348e-16,497.41,319.63,177.78000000000003,291.87288536206535,775.5083622024281,187.5523008973665,-177.78407893000002,,-175.16384025000002,-38.454016580874516
770,RBLX,Roblox,sell,0.551176,48.61,26.79,0.0,3/18/2022,3/21/2022,Inactive,1.0,5/25/2021,3/21/2022,6.0,4.040798,4.040798,-1.1102230246251565e-16,347.71,329.18,18.529999999999994,88.1058715043205,82.22418973249924,81.46501732578567,-18.526132419999982,,-18.526132419999982,-21.769176472265357
771,XOM,Exxon Mobil,buy,1.220032,81.97,100.0,0.0,3/21/2022,3/21/2022,Active,1.0,3/21/2022,n/a,1.0,1.220032,0.0,1.220032,100.0,0.0,100.0,81.97,81.97,0.0,0.0,0.0,,
772,DVN,Devon Energy,buy,1.632399,61.26,100.0,0.0,3/21/2022,3/21/2022,Active,1.0,3/21/2022,n/a,1.0,1.632399,0.0,1.632399,100.0,0.0,100.0,61.26,61.26,0.0,0.0,0.0,,
773,FANG,Diamondback Energy,buy,0.715486,139.77,100.0,0.0,3/21/2022,3/21/2022,Active,1.0,3/21/2022,n/a,1.0,0.715486,0.0,0.715486,100.0,0.0,100.0,139.77,139.77,0.0,0.0,0.0,,
774,AMD,AMD,buy,0.866314,115.43,100.0,0.0,3/21/2022,3/22/2022,Active,1.0,6/17/2021,n/a,9.0,3.223499,1.315919,1.9075799999999998,394.0,200.0,194.0,120.50513287792906,101.69953553717276,151.99,35.87517685527991,,35.87517685527991,0.0
775,AAPL,Apple,buy,0.302151,165.48,50.0,0.0,3/22/2022,3/22/2022,Active,1.0,2/2/2022,n/a,4.0,2.2643,0.0,2.2643,370.02,0.0,370.02,163.41564447290557,163.41474186282736,0.0,0.0,,0.0,0.0
776,NVDA,NVIDIA,buy,0.18704,267.32,50.0,0.0,3/22/2022,3/22/2022,Active,1.0,10/21/2021,n/a,6.0,1.494237,0.595968,0.8982690000000001,375.0,180.0,195.0,258.02149684768,217.08419192914369,302.03148180774804,36.775448171868696,,36.775448171868696,0.0
777,AMZN,Amazon,buy,0.015119,3307.1,50.0,0.0,3/22/2022,3/22/2022,Active,1.0,5/25/2021,n/a,5.0,0.112732,0.067299,0.04543300000000001,370.0,230.0,140.0,3287.8510077344736,3081.460612330244,3417.5817882880874,9.37684687440031,,9.37684687440031,0.0
778,MKL,Markel,sell,0.06069,1461.86,88.72,0.0,3/22/2022,3/22/2022,Inactive,1.0,12/17/2021,3/22/2022,3.0,0.060689999999999994,0.06069,-6.938893903907228e-18,75.0,88.72,-13.719999999999999,1235.7893234470262,1235.7884330202671,1461.86,13.720229359999976,,13.720229359999976,13.720229359999976
779,OM,Outset Medical,sell,0.123656,41.41,5.12,0.0,3/22/2022,3/22/2022,Inactive,1.0,12/17/2021,3/22/2022,2.0,1.123656,1.123656,-1.3877787807814457e-17,50.0,47.589999999999996,2.410000000000001,44.49755302334522,60.894740247137236,42.35334921007853,-2.409347479999997,,-2.409347479999997,-0.38179445665477685
780,EPAM,EPAM Systems,sell,0.147045,290.73,42.75,0.0,3/22/2022,3/22/2022,Inactive,2.0,12/27/2021,3/22/2022,3.0,0.147045,0.147045,0.0,101.0,42.75,58.25,686.8690205039273,686.8645652691353,290.73,-58.25026227,,-47.62000487,-58.25026227
781,CRNC,Cerence,sell,1.153749,35.92,41.44,0.0,3/22/2022,3/22/2022,Inactive,2.0,2/7/2022,3/22/2022,1.0,1.153749,1.153749,0.0,50.0,41.44,8.560000000000002,43.34,43.34,35.92,-8.560817580000002,,-3.661032520000008,-8.560817580000002
782,OKTA,Okta,sell,0.261151,163.77,42.77,0.0,3/22/2022,3/22/2022,Inactive,1.0,1/6/2022,3/22/2022,2.0,0.261151,0.261151,0.0,55.0,42.77,12.229999999999997,210.60546503746872,210.6061244260983,163.77,-12.231128529999992,,-12.231128529999992,-12.231128529999992
783,EGP,EastGroup Properties,sell,0.162699,194.78,31.69,0.0,3/22/2022,3/22/2022,Inactive,1.0,2/8/2022,3/22/2022,2.0,0.16269899999999998,0.162699,-2.7755575615628914e-17,32.0,31.69,0.3099999999999987,196.68373241384396,196.68221685443675,194.78,-0.3097353599999976,,-0.3097353599999976,-0.3097353599999976
784,NVDA,NVIDIA,buy,0.191386,261.25,50.0,0.0,3/23/2022,3/23/2022,Active,1.0,10/21/2021,n/a,7.0,1.685623,0.595968,1.089655,425.0,180.0,245.0,258.5885481660422,224.8418077281341,302.03148180774804,36.775448171868696,,36.775448171868696,0.0
785,NET,Cloudflare,buy,0.415523,120.33,50.0,0.0,3/23/2022,3/23/2022,Active,2.0,11/22/2021,n/a,6.0,2.2415619999999996,1.0,1.2415619999999996,340.0,107.4,232.6,145.93507913191536,187.34465133436757,107.4,-51.415220742820935,,33.584610117179054,0.0
786,INTC,Intel,buy,2.046257,48.87,100.0,0.0,3/23/2022,3/23/2022,Active,1.0,3/23/2022,n/a,1.0,2.046257,0.0,2.046257,100.0,0.0,100.0,48.87,48.87,0.0,0.0,0.0,,
787,XOM,Exxon Mobil,buy,1.200552,83.3,100.0,0.0,3/23/2022,3/23/2022,Active,1.0,3/21/2022,n/a,2.0,2.420584,0.0,2.420584,200.0,0.0,200.0,82.62964831627409,82.62468891804623,0.0,0.0,,0.0,0.0
788,INTC,Intel,sell,2.0,48.48,96.96,0.0,3/23/2022,3/23/2022,Active,1.0,3/23/2022,n/a,1.0,2.046257,2.0,0.046257000000000215,100.0,96.96,3.0400000000000063,48.87,65.71978295176929,48.48,-0.7800000000000011,,-0.7800000000000011,-0.7800000000000011
789,TSLA,Tesla,sell,0.118596,1011.25,119.93,0.0,3/24/2022,3/24/2022,Inactive,4.0,3/4/2022,3/24/2022,1.0,0.118596,0.118596,0.0,100.0,119.93,-19.930000000000007,843.2,843.2,1011.25,19.930057799999993,,47.51028865000001,19.930057799999993
790,INTC,Intel,buy,1.005732,49.72,50.0,0.0,3/24/2022,3/24/2022,Active,1.0,3/23/2022,n/a,2.0,3.0519890000000003,2.0,1.0519890000000003,150.0,96.96,53.040000000000006,49.6826246567217,50.41877814311746,48.48,-0.7800000000000011,,-0.7800000000000011,0.0
791,NVDA,NVIDIA,buy,0.371402,269.25,100.0,0.0,3/24/2022,3/24/2022,Active,1.0,10/21/2021,n/a,8.0,2.0570250000000003,0.595968,1.461057,525.0,180.0,345.0,261.29869878578916,236.13041790977354,302.03148180774804,36.775448171868696,,36.775448171868696,0.0
792,MTDR,Matador Resources,buy,2.692219,55.72,150.0,0.0,3/25/2022,3/25/2022,Active,1.0,3/25/2022,n/a,1.0,2.692219,0.0,2.692219,150.0,0.0,150.0,55.72,55.72,0.0,0.0,0.0,,
